SINR(dB),MCS0,MCS1,MCS2,MCS3,MCS4,MCS5,MCS6,MCS7
-4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.656,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.688,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.719,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.750,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.781,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.812,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.844,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.875,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.906,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.938,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.969,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.000,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.031,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.062,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.094,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.125,0.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.156,0.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.188,0.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.219,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.250,0.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.281,0.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.312,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.344,0.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.375,0.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.406,0.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.438,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.469,0.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.500,0.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.531,0.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.562,0.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.594,0.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.625,0.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.656,0.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.688,0.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.719,0.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.750,0.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.781,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.812,0.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.844,0.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.875,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.906,0.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.938,0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.969,0.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.000,0.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.031,0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.062,0.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.094,0.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.125,0.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.156,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.188,0.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.219,0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.250,0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.281,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.312,0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.344,0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.375,0.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.406,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.438,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.469,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.500,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.531,0.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.562,0.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.594,0.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.625,0.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.656,0.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.688,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.719,0.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.750,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.781,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.812,0.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.844,0.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.875,0.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.906,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.938,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.969,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.000,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.031,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.062,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.094,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.125,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.156,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.188,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.219,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.250,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.281,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.312,0.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.344,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.375,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.406,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.438,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.469,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.500,1.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
5.531,0.999,0.001,0.000,0.000,0.000,0.000,0.000,0.000
5.562,1.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000
5.594,1.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000
5.625,1.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000
5.656,1.000,0.017,0.001,0.000,0.000,0.000,0.000,0.000
5.688,1.000,0.022,0.001,0.000,0.000,0.000,0.000,0.000
5.719,1.000,0.034,0.003,0.000,0.000,0.000,0.000,0.000
5.750,1.000,0.045,0.004,0.000,0.000,0.000,0.000,0.000
5.781,1.000,0.067,0.007,0.000,0.000,0.000,0.000,0.000
5.812,1.000,0.081,0.010,0.000,0.000,0.000,0.000,0.000
5.844,1.000,0.104,0.018,0.000,0.000,0.000,0.000,0.000
5.875,1.000,0.134,0.026,0.000,0.000,0.000,0.000,0.000
5.906,1.000,0.156,0.038,0.000,0.000,0.000,0.000,0.000
5.938,1.000,0.185,0.051,0.000,0.000,0.000,0.000,0.000
5.969,1.000,0.234,0.074,0.000,0.000,0.000,0.000,0.000
6.000,1.000,0.261,0.092,0.000,0.000,0.000,0.000,0.000
6.031,1.000,0.300,0.125,0.000,0.000,0.000,0.000,0.000
6.062,1.000,0.321,0.145,0.000,0.000,0.000,0.000,0.000
6.094,1.000,0.370,0.180,0.000,0.000,0.000,0.000,0.000
6.125,1.000,0.408,0.224,0.000,0.000,0.000,0.000,0.000
6.156,1.000,0.444,0.254,0.000,0.000,0.000,0.000,0.000
6.188,1.000,0.476,0.290,0.000,0.000,0.000,0.000,0.000
6.219,1.000,0.509,0.337,0.000,0.000,0.000,0.000,0.000
6.250,1.000,0.548,0.366,0.000,0.000,0.000,0.000,0.000
6.281,1.000,0.583,0.407,0.000,0.000,0.000,0.000,0.000
6.312,1.000,0.622,0.449,0.000,0.000,0.000,0.000,0.000
6.344,1.000,0.645,0.481,0.000,0.000,0.000,0.000,0.000
6.375,1.000,0.672,0.525,0.000,0.000,0.000,0.000,0.000
6.406,1.000,0.694,0.554,0.000,0.000,0.000,0.000,0.000
6.438,1.000,0.729,0.588,0.000,0.000,0.000,0.000,0.000
6.469,1.000,0.744,0.623,0.000,0.000,0.000,0.000,0.000
6.500,1.000,0.772,0.655,0.000,0.000,0.000,0.000,0.000
6.531,1.000,0.780,0.690,0.000,0.000,0.000,0.000,0.000
6.562,1.000,0.804,0.703,0.000,0.000,0.000,0.000,0.000
6.594,1.000,0.826,0.736,0.000,0.000,0.000,0.000,0.000
6.625,1.000,0.834,0.753,0.000,0.000,0.000,0.000,0.000
6.656,1.000,0.854,0.777,0.000,0.000,0.000,0.000,0.000
6.688,1.000,0.867,0.802,0.000,0.000,0.000,0.000,0.000
6.719,1.000,0.879,0.824,0.000,0.000,0.000,0.000,0.000
6.750,1.000,0.891,0.835,0.000,0.000,0.000,0.000,0.000
6.781,1.000,0.908,0.848,0.000,0.000,0.000,0.000,0.000
6.812,1.000,0.904,0.868,0.000,0.000,0.000,0.000,0.000
6.844,1.000,0.916,0.882,0.000,0.000,0.000,0.000,0.000
6.875,1.000,0.925,0.892,0.000,0.000,0.000,0.000,0.000
6.906,1.000,0.934,0.900,0.000,0.000,0.000,0.000,0.000
6.938,1.000,0.941,0.912,0.000,0.000,0.000,0.000,0.000
6.969,1.000,0.946,0.924,0.000,0.000,0.000,0.000,0.000
7.000,1.000,0.953,0.928,0.000,0.000,0.000,0.000,0.000
7.031,1.000,0.957,0.934,0.000,0.000,0.000,0.000,0.000
7.062,1.000,0.963,0.945,0.000,0.000,0.000,0.000,0.000
7.094,1.000,0.967,0.948,0.000,0.000,0.000,0.000,0.000
7.125,1.000,0.968,0.952,0.000,0.000,0.000,0.000,0.000
7.156,1.000,0.973,0.956,0.000,0.000,0.000,0.000,0.000
7.188,1.000,0.975,0.964,0.000,0.000,0.000,0.000,0.000
7.219,1.000,0.978,0.966,0.000,0.000,0.000,0.000,0.000
7.250,1.000,0.981,0.971,0.000,0.000,0.000,0.000,0.000
7.281,1.000,0.982,0.976,0.000,0.000,0.000,0.000,0.000
7.312,1.000,0.986,0.976,0.000,0.000,0.000,0.000,0.000
7.344,1.000,0.985,0.978,0.000,0.000,0.000,0.000,0.000
7.375,1.000,0.987,0.982,0.000,0.000,0.000,0.000,0.000
7.406,1.000,0.988,0.984,0.000,0.000,0.000,0.000,0.000
7.438,1.000,0.989,0.986,0.000,0.000,0.000,0.000,0.000
7.469,1.000,0.992,0.984,0.000,0.000,0.000,0.000,0.000
7.500,1.000,0.992,0.989,0.000,0.000,0.000,0.000,0.000
7.531,1.000,0.993,0.991,0.000,0.000,0.000,0.000,0.000
7.562,1.000,0.993,0.990,0.000,0.000,0.000,0.000,0.000
7.594,1.000,0.994,0.992,0.000,0.000,0.000,0.000,0.000
7.625,1.000,0.994,0.993,0.000,0.000,0.000,0.000,0.000
7.656,1.000,0.996,0.993,0.000,0.000,0.000,0.000,0.000
7.688,1.000,0.996,0.995,0.000,0.000,0.000,0.000,0.000
7.719,1.000,0.997,0.995,0.000,0.000,0.000,0.000,0.000
7.750,1.000,0.997,0.996,0.000,0.000,0.000,0.000,0.000
7.781,1.000,0.997,0.996,0.000,0.000,0.000,0.000,0.000
7.812,1.000,0.998,0.996,0.000,0.000,0.000,0.000,0.000
7.844,1.000,0.997,0.996,0.000,0.000,0.000,0.000,0.000
7.875,1.000,0.997,0.998,0.000,0.000,0.000,0.000,0.000
7.906,1.000,0.999,0.998,0.000,0.000,0.000,0.000,0.000
7.938,1.000,0.999,0.998,0.000,0.000,0.000,0.000,0.000
7.969,1.000,0.999,0.998,0.000,0.000,0.000,0.000,0.000
